,CrimeGroup_Name,Latitude,Longitude
16870,KARNATAKA POLICE ACT 1963,16.501282,75.297269
4239,KARNATAKA POLICE ACT 1963,16.298076,75.892376
5386,KARNATAKA POLICE ACT 1963,16.172535,75.655721
8138,KARNATAKA POLICE ACT 1963,16.495314,75.183862
1036,KARNATAKA POLICE ACT 1963,16.103462,75.864152
5580,KARNATAKA POLICE ACT 1963,16.172535,75.655721
2138,KARNATAKA POLICE ACT 1963,15.923315,75.6792229
2509,KARNATAKA POLICE ACT 1963,15.851554,75.546518
2147,KARNATAKA POLICE ACT 1963,15.923026,75.675619
7634,KARNATAKA POLICE ACT 1963,16.53573,75.173741
7513,KARNATAKA POLICE ACT 1963,16.496617,75.122927
999,KARNATAKA POLICE ACT 1963,16.05699,75.943269
15420,KARNATAKA POLICE ACT 1963,16.562424,75.288854
12469,KARNATAKA POLICE ACT 1963,16.06677,76.06032
12151,KARNATAKA POLICE ACT 1963,16.00812,75.993477
17954,KARNATAKA POLICE ACT 1963,16.226174,75.577211
16859,KARNATAKA POLICE ACT 1963,16.499987,75.287505
16883,KARNATAKA POLICE ACT 1963,16.499873,75.295915
930,KARNATAKA POLICE ACT 1963,16.056647,75.94362
2397,KARNATAKA POLICE ACT 1963,15.975092,75.703827
12449,KARNATAKA POLICE ACT 1963,16.095474,75.963871
4124,KARNATAKA POLICE ACT 1963,16.168157,75.748858
5639,KARNATAKA POLICE ACT 1963,16.172535,75.655721
924,KARNATAKA POLICE ACT 1963,16.057126,75.9392049
13077,KARNATAKA POLICE ACT 1963,15.950949,76.113029
15421,KARNATAKA POLICE ACT 1963,16.484444,75.300587
11764,KARNATAKA POLICE ACT 1963,16.056569,76.030231
19132,KARNATAKA POLICE ACT 1963,16.07314,75.64381
19124,KARNATAKA POLICE ACT 1963,16.101793,75.468592
938,KARNATAKA POLICE ACT 1963,16.05759,75.93783
2299,KARNATAKA POLICE ACT 1963,15.935602,75.753934
16857,KARNATAKA POLICE ACT 1963,16.507779,75.293399
7631,KARNATAKA POLICE ACT 1963,16.472638,75.135632
14105,KARNATAKA POLICE ACT 1963,16.130372,76.198584
2373,KARNATAKA POLICE ACT 1963,15.922633,75.680428
7505,KARNATAKA POLICE ACT 1963,16.467439,75.130759
10776,KARNATAKA POLICE ACT 1963,16.046381,75.787846
2493,KARNATAKA POLICE ACT 1963,15.853917,75.807456
12457,KARNATAKA POLICE ACT 1963,16.007117,76.013343
17851,KARNATAKA POLICE ACT 1963,16.20178,75.49885
1073,KARNATAKA POLICE ACT 1963,16.056835,75.943507
1304,KARNATAKA POLICE ACT 1963,16.056919,75.943347
5781,KARNATAKA POLICE ACT 1963,16.184811,75.688756
4381,KARNATAKA POLICE ACT 1963,16.294502,75.947296
11749,KARNATAKA POLICE ACT 1963,16.065017,76.062985
5443,KARNATAKA POLICE ACT 1963,16.172535,75.655721
5489,KARNATAKA POLICE ACT 1963,16.172535,75.655721
15532,KARNATAKA POLICE ACT 1963,16.455616,75.243609
18203,KARNATAKA POLICE ACT 1963,16.203738,75.498623
771,KARNATAKA POLICE ACT 1963,15.98306,75.902977
10590,KARNATAKA POLICE ACT 1963,16.056667,75.798716
9023,KARNATAKA POLICE ACT 1963,16.239681,75.600546
2399,KARNATAKA POLICE ACT 1963,15.894112,75.571411
9955,KARNATAKA POLICE ACT 1963,16.349364,75.61229
729,KARNATAKA POLICE ACT 1963,16.056114,75.94396
17005,KARNATAKA POLICE ACT 1963,16.500696,75.295542
9091,KARNATAKA POLICE ACT 1963,16.369874,75.555307
10434,KARNATAKA POLICE ACT 1963,16.084331,75.811683
16769,KARNATAKA POLICE ACT 1963,16.501625,75.294683
5807,KARNATAKA POLICE ACT 1963,16.182648,75.697869
13130,KARNATAKA POLICE ACT 1963,15.976719,76.108799
14341,KARNATAKA POLICE ACT 1963,16.095847,76.309565
1215,KARNATAKA POLICE ACT 1963,16.107892,75.865188
1147,KARNATAKA POLICE ACT 1963,16.068681,75.920184
610,KARNATAKA POLICE ACT 1963,16.054967,75.950667
4435,KARNATAKA POLICE ACT 1963,16.146089,75.724649
4290,KARNATAKA POLICE ACT 1963,16.277005,75.874496
14339,KARNATAKA POLICE ACT 1963,15.958518,76.2736139
2405,KARNATAKA POLICE ACT 1963,15.93204,75.496259
12473,KARNATAKA POLICE ACT 1963,16.066633,76.060412
7569,KARNATAKA POLICE ACT 1963,16.482823,75.120247
17858,KARNATAKA POLICE ACT 1963,16.198113,75.501665
13100,KARNATAKA POLICE ACT 1963,15.967599,76.111179
16067,KARNATAKA POLICE ACT 1963,16.49858,75.27884
7826,KARNATAKA POLICE ACT 1963,16.483898,75.134498
12466,KARNATAKA POLICE ACT 1963,16.055608,76.061368
7612,KARNATAKA POLICE ACT 1963,16.459011,75.102458
15362,KARNATAKA POLICE ACT 1963,16.541652,75.334912
7646,KARNATAKA POLICE ACT 1963,16.48099,75.122951
1062,KARNATAKA POLICE ACT 1963,15.940122,75.909167
14108,KARNATAKA POLICE ACT 1963,15.990368,76.199132
1217,KARNATAKA POLICE ACT 1963,16.100808,75.866419
16994,KARNATAKA POLICE ACT 1963,16.502941,75.296064
1063,KARNATAKA POLICE ACT 1963,16.056757,75.955453
11875,KARNATAKA POLICE ACT 1963,16.145415,76.001436
12144,KARNATAKA POLICE ACT 1963,16.1725,75.977701
12497,KARNATAKA POLICE ACT 1963,16.055709,76.080486
5736,KARNATAKA POLICE ACT 1963,16.172535,75.655721
9688,KARNATAKA POLICE ACT 1963,16.38416,75.451351
17385,KARNATAKA POLICE ACT 1963,16.499673,75.290982
5499,KARNATAKA POLICE ACT 1963,16.172535,75.655721
8174,KARNATAKA POLICE ACT 1963,16.483884,75.13436
4439,KARNATAKA POLICE ACT 1963,16.285371,75.987218
15403,KARNATAKA POLICE ACT 1963,16.51435,75.273977
12085,KARNATAKA POLICE ACT 1963,16.009238,76.4436099
1312,KARNATAKA POLICE ACT 1963,15.937271,75.915365
13379,KARNATAKA POLICE ACT 1963,15.956891,76.112684
918,KARNATAKA POLICE ACT 1963,16.100823,75.866441
5835,KARNATAKA POLICE ACT 1963,16.187541,75.702265
10896,KARNATAKA POLICE ACT 1963,15.254585,75.254585
16686,KARNATAKA POLICE ACT 1963,16.499696,75.290935
16691,KARNATAKA POLICE ACT 1963,16.502371,75.295581
9390,KARNATAKA POLICE ACT 1963,16.417109,75.440057
1020,KARNATAKA POLICE ACT 1963,16.055236,75.953721
10445,KARNATAKA POLICE ACT 1963,16.053045,75.795025
624,KARNATAKA POLICE ACT 1963,16.041359,75.937019
2280,KARNATAKA POLICE ACT 1963,15.91973,75.677173
7520,KARNATAKA POLICE ACT 1963,16.468307,75.11266
4711,KARNATAKA POLICE ACT 1963,16.200113,75.725042
5377,KARNATAKA POLICE ACT 1963,16.172535,75.655721
4462,KARNATAKA POLICE ACT 1963,16.212869,75.80783
14536,KARNATAKA POLICE ACT 1963,16.098134,76.205665
1054,KARNATAKA POLICE ACT 1963,15.937194,75.913626
1074,KARNATAKA POLICE ACT 1963,16.054956,75.951523
4226,KARNATAKA POLICE ACT 1963,16.093605,75.782966
2895,KARNATAKA POLICE ACT 1963,15.927976,75.545613
10895,KARNATAKA POLICE ACT 1963,15.254565,75.255658
2923,KARNATAKA POLICE ACT 1963,15.876393,75.728454
14180,KARNATAKA POLICE ACT 1963,15.944511,76.078806
885,KARNATAKA POLICE ACT 1963,16.107907,75.865216
637,KARNATAKA POLICE ACT 1963,16.054025,75.943923
16771,KARNATAKA POLICE ACT 1963,16.505933,75.293572
9048,KARNATAKA POLICE ACT 1963,16.345217,75.717698
15325,KARNATAKA POLICE ACT 1963,16.509094,75.258963
4184,KARNATAKA POLICE ACT 1963,16.15261,75.808002
10589,KARNATAKA POLICE ACT 1963,16.051734,75.772122
5714,KARNATAKA POLICE ACT 1963,16.172535,75.655721
13146,KARNATAKA POLICE ACT 1963,15.948175,76.107802
14391,KARNATAKA POLICE ACT 1963,16.019144,76.135
16061,KARNATAKA POLICE ACT 1963,16.453917,75.28574
7745,KARNATAKA POLICE ACT 1963,16.490693,75.159314
13384,KARNATAKA POLICE ACT 1963,15.95909,76.119116
2906,KARNATAKA POLICE ACT 1963,15.943842,75.759776
17892,KARNATAKA POLICE ACT 1963,16.188714,75.591049
17853,KARNATAKA POLICE ACT 1963,16.203504,75.499361
14318,KARNATAKA POLICE ACT 1963,15.955689,76.273071
7653,KARNATAKA POLICE ACT 1963,16.484846,75.124314
16071,KARNATAKA POLICE ACT 1963,16.466743,75.253096
16984,KARNATAKA POLICE ACT 1963,16.500354,75.295561
14439,KARNATAKA POLICE ACT 1963,16.045167,76.154604
18269,KARNATAKA POLICE ACT 1963,16.200078,75.493192
12137,KARNATAKA POLICE ACT 1963,16.184089,76.018552
8117,KARNATAKA POLICE ACT 1963,16.479031,75.13076
2958,KARNATAKA POLICE ACT 1963,15.922575,75.680103
16752,KARNATAKA POLICE ACT 1963,16.508424,75.290886
14548,KARNATAKA POLICE ACT 1963,16.051218,76.167039
16063,KARNATAKA POLICE ACT 1963,16.519141,75.291197
6284,KARNATAKA POLICE ACT 1963,16.184414,75.702911
16694,KARNATAKA POLICE ACT 1963,16.504396,75.290948
16767,KARNATAKA POLICE ACT 1963,16.506612,75.292396
5545,KARNATAKA POLICE ACT 1963,16.172535,75.655721
19383,KARNATAKA POLICE ACT 1963,16.100016,75.471474
5799,KARNATAKA POLICE ACT 1963,16.188697,75.700799
8086,KARNATAKA POLICE ACT 1963,16.485123,75.131347
5853,KARNATAKA POLICE ACT 1963,16.187182,75.688709
2291,KARNATAKA POLICE ACT 1963,15.930659,75.675191
10496,KARNATAKA POLICE ACT 1963,16.040121,75.789757
10431,KARNATAKA POLICE ACT 1963,16.050799,75.772054
12486,KARNATAKA POLICE ACT 1963,16.066607,76.060541
4661,KARNATAKA POLICE ACT 1963,16.150106,75.74288
4700,KARNATAKA POLICE ACT 1963,16.197187,75.84866
2894,KARNATAKA POLICE ACT 1963,15.921402,75.680506
5759,KARNATAKA POLICE ACT 1963,16.172535,75.655721
14112,KARNATAKA POLICE ACT 1963,15.918131,76.087619
14412,KARNATAKA POLICE ACT 1963,15.932276,76.0845759
4097,KARNATAKA POLICE ACT 1963,16.118373,75.698284
8956,KARNATAKA POLICE ACT 1963,16.380688,75.584617
13663,KARNATAKA POLICE ACT 1963,15.575641,76.064182
2311,KARNATAKA POLICE ACT 1963,15.841594,75.659628
14144,KARNATAKA POLICE ACT 1963,15.990363,76.19928
17002,KARNATAKA POLICE ACT 1963,16.505471,75.30093
4292,KARNATAKA POLICE ACT 1963,16.310866,75.854142
19246,KARNATAKA POLICE ACT 1963,16.017675,75.549938
7674,KARNATAKA POLICE ACT 1963,16.451527,75.081011
9100,KARNATAKA POLICE ACT 1963,16.346333,75.61949
2924,KARNATAKA POLICE ACT 1963,15.866927,75.624772
1260,KARNATAKA POLICE ACT 1963,16.036917,75.93733
1274,KARNATAKA POLICE ACT 1963,15.943303,75.922586
13145,KARNATAKA POLICE ACT 1963,15.955858,76.11416
11783,KARNATAKA POLICE ACT 1963,16.058029,76.059204
18114,KARNATAKA POLICE ACT 1963,16.200127,75.493241
9073,KARNATAKA POLICE ACT 1963,16.341246,75.614219
12047,KARNATAKA POLICE ACT 1963,16.140896,75.969988
6250,KARNATAKA POLICE ACT 1963,16.190616,75.710391
1055,KARNATAKA POLICE ACT 1963,16.055579,75.874243
17383,KARNATAKA POLICE ACT 1963,16.080808,75.0
2244,KARNATAKA POLICE ACT 1963,15.909225,75.501004
16878,KARNATAKA POLICE ACT 1963,16.508789,75.289075
9029,KARNATAKA POLICE ACT 1963,16.383468,75.405734
7770,KARNATAKA POLICE ACT 1963,16.480608,75.124478
1268,KARNATAKA POLICE ACT 1963,16.059466,75.974131
11726,KARNATAKA POLICE ACT 1963,16.059266,76.060106
13654,KARNATAKA POLICE ACT 1963,15.005754,76.11503
9854,KARNATAKA POLICE ACT 1963,16.356248,75.246975
5849,KARNATAKA POLICE ACT 1963,16.187188,75.703204
4219,KARNATAKA POLICE ACT 1963,16.151539,75.692878
921,KARNATAKA POLICE ACT 1963,15.939037,75.91695
5812,KARNATAKA POLICE ACT 1963,16.187075,75.702982
15321,KARNATAKA POLICE ACT 1963,16.564772,75.314943
19159,KARNATAKA POLICE ACT 1963,16.015684,75.546949
16738,KARNATAKA POLICE ACT 1963,16.506555,75.291773
10394,KARNATAKA POLICE ACT 1963,16.099816,75.79557
11804,KARNATAKA POLICE ACT 1963,16.165123,75.982587
2879,KARNATAKA POLICE ACT 1963,15.847206,75.752209
5458,KARNATAKA POLICE ACT 1963,16.172535,75.655721
4293,KARNATAKA POLICE ACT 1963,16.167021,75.774418
11734,KARNATAKA POLICE ACT 1963,16.069331,76.094564
884,KARNATAKA POLICE ACT 1963,16.041179,75.938552
5573,KARNATAKA POLICE ACT 1963,16.172535,75.655721
8126,KARNATAKA POLICE ACT 1963,16.422514,75.107969
892,KARNATAKA POLICE ACT 1963,16.056525,75.94372
4693,KARNATAKA POLICE ACT 1963,16.17283,75.732304
4653,KARNATAKA POLICE ACT 1963,16.205749,75.889696
11768,KARNATAKA POLICE ACT 1963,16.057449,76.058837
4441,KARNATAKA POLICE ACT 1963,16.183133,75.664476
5593,KARNATAKA POLICE ACT 1963,16.172535,75.655721
7621,KARNATAKA POLICE ACT 1963,16.493154,75.133926
4220,KARNATAKA POLICE ACT 1963,16.292976,75.946697
4153,KARNATAKA POLICE ACT 1963,16.150369,75.694013
16084,KARNATAKA POLICE ACT 1963,16.509433,75.280488
2961,KARNATAKA POLICE ACT 1963,15.842424,75.760198
16881,KARNATAKA POLICE ACT 1963,16.4998,75.295743
15316,KARNATAKA POLICE ACT 1963,16.437411,75.276842
863,KARNATAKA POLICE ACT 1963,16.056169,75.944275
2881,KARNATAKA POLICE ACT 1963,15.969938,75.707892
13344,KARNATAKA POLICE ACT 1963,15.974569,76.106864
2130,KARNATAKA POLICE ACT 1963,15.873173,75.501867
19189,KARNATAKA POLICE ACT 1963,16.101743,75.468381
9900,KARNATAKA POLICE ACT 1963,16.340391,75.629445
12048,KARNATAKA POLICE ACT 1963,16.179025,75.973179
13653,KARNATAKA POLICE ACT 1963,15.005754,76.000647
17890,KARNATAKA POLICE ACT 1963,16.20317,75.498902
7618,KARNATAKA POLICE ACT 1963,16.48415,75.124034
4687,KARNATAKA POLICE ACT 1963,16.261171,75.8615779
11696,KARNATAKA POLICE ACT 1963,16.059284,76.060522
17345,KARNATAKA POLICE ACT 1963,16.512707,75.28118
18352,KARNATAKA POLICE ACT 1963,16.154495,75.493377
4251,KARNATAKA POLICE ACT 1963,16.250649,75.768143
993,KARNATAKA POLICE ACT 1963,16.104668,75.863797
2460,KARNATAKA POLICE ACT 1963,15.913163,75.684772
5847,KARNATAKA POLICE ACT 1963,16.186179,75.699071
696,KARNATAKA POLICE ACT 1963,16.106196,75.865548
2394,KARNATAKA POLICE ACT 1963,15.931816,75.582678
10552,KARNATAKA POLICE ACT 1963,15.980616,75.753604
2396,KARNATAKA POLICE ACT 1963,15.975695,75.703965
9948,KARNATAKA POLICE ACT 1963,16.349364,75.61229
4191,KARNATAKA POLICE ACT 1963,16.252739,75.953149
16062,KARNATAKA POLICE ACT 1963,16.515211,75.27648
2083,KARNATAKA POLICE ACT 1963,15.971582,75.775459
2264,KARNATAKA POLICE ACT 1963,15.943668,75.758734
10877,KARNATAKA POLICE ACT 1963,15.254565,75.254565
1259,KARNATAKA POLICE ACT 1963,16.043011,75.93562
9899,KARNATAKA POLICE ACT 1963,16.589745,75.874458
1247,KARNATAKA POLICE ACT 1963,16.056026,75.952688
19301,KARNATAKA POLICE ACT 1963,16.012642,75.546104
17336,KARNATAKA POLICE ACT 1963,16.504227,75.290932
2931,KARNATAKA POLICE ACT 1963,15.886942,75.703216
14587,KIDNAPPING AND ABDUCTION,15.910419,76.159027
9934,KIDNAPPING AND ABDUCTION,16.366248,75.651175
2099,KIDNAPPING AND ABDUCTION,15.937102,75.430624
18166,KIDNAPPING AND ABDUCTION,16.225049,75.569061
10398,KIDNAPPING AND ABDUCTION,16.074804,75.709415
19519,KIDNAPPING AND ABDUCTION,16.040564,75.499093
5816,KIDNAPPING AND ABDUCTION,16.187468,75.707685
12460,KIDNAPPING AND ABDUCTION,16.064989,76.060932
4802,KIDNAPPING AND ABDUCTION,16.150847,75.712059
13544,KIDNAPPING AND ABDUCTION,15.005754,76.062921
5400,KIDNAPPING AND ABDUCTION,16.172535,75.655721
6928,KIDNAPPING AND ABDUCTION,16.143764,75.655757
5477,KIDNAPPING AND ABDUCTION,16.172535,75.655721
1242,KIDNAPPING AND ABDUCTION,15.991732,75.945318
18355,KIDNAPPING AND ABDUCTION,16.175336,75.453471
16056,KIDNAPPING AND ABDUCTION,16.283771,75.2411
14461,KIDNAPPING AND ABDUCTION,15.987673,76.21921
13594,KIDNAPPING AND ABDUCTION,15.005754,76.007128
9283,KIDNAPPING AND ABDUCTION,16.42217,75.437174
4158,KIDNAPPING AND ABDUCTION,16.114662,75.883012
16688,KIDNAPPING AND ABDUCTION,16.511271,75.283487
10455,KIDNAPPING AND ABDUCTION,16.050455,75.78337
973,KIDNAPPING AND ABDUCTION,16.059746,75.932791
13107,KIDNAPPING AND ABDUCTION,15.957139,76.115355
6969,KIDNAPPING AND ABDUCTION,16.191357,75.580233
15729,KIDNAPPING AND ABDUCTION,16.440429,75.271072
4177,KIDNAPPING AND ABDUCTION,16.223907,75.7556
8992,KIDNAPPING AND ABDUCTION,16.45697,75.42555
14617,KIDNAPPING AND ABDUCTION,15.9145,76.26508
15623,KIDNAPPING AND ABDUCTION,16.481825,75.392103
15452,KIDNAPPING AND ABDUCTION,16.45959,75.302317
2088,KIDNAPPING AND ABDUCTION,15.923412,75.679124
11736,KIDNAPPING AND ABDUCTION,16.149637,76.00443
10003,KIDNAPPING AND ABDUCTION,16.349342,75.612102
15760,KIDNAPPING AND ABDUCTION,16.561653,75.245696
7042,KIDNAPPING AND ABDUCTION,16.155291,75.669461
8979,KIDNAPPING AND ABDUCTION,16.350291,75.645131
4166,KIDNAPPING AND ABDUCTION,16.102158,75.781599
5737,KIDNAPPING AND ABDUCTION,16.172535,75.655721
5932,KIDNAPPING AND ABDUCTION,16.188342,75.699232
5897,KIDNAPPING AND ABDUCTION,16.189397,75.700225
18345,KIDNAPPING AND ABDUCTION,16.187549,75.554586
14106,Karnataka State Local Act,16.127848,76.21111
12368,Karnataka State Local Act,16.138256,75.99663
3227,Karnataka State Local Act,16.48941,75.183673
1186,Karnataka State Local Act,16.101786,75.867555
4641,Karnataka State Local Act,16.280688,76.011508
11697,Karnataka State Local Act,16.146589,76.002437
8978,Karnataka State Local Act,16.381708,75.491712
2398,Karnataka State Local Act,15.9219,75.675886
2447,Karnataka State Local Act,15.889054,75.484368
19200,Karnataka State Local Act,16.111255,75.622932
19934,Karnataka State Local Act,16.12938,75.564553
3069,Karnataka State Local Act,16.329119,75.641197
1093,Karnataka State Local Act,15.96918,75.964665
16962,Karnataka State Local Act,16.508267,75.285511
3075,Karnataka State Local Act,16.272284,75.829245
1316,Karnataka State Local Act,16.057007,75.944817
2600,Karnataka State Local Act,15.901732,75.527866
14100,Karnataka State Local Act,15.915441,76.120879
4156,Karnataka State Local Act,16.238118,75.83049
871,Karnataka State Local Act,16.058197,75.931334
14547,Karnataka State Local Act,16.098191,76.2058029
4249,Karnataka State Local Act,16.235746,75.761595
2555,Karnataka State Local Act,15.921682,75.681489
19477,Karnataka State Local Act,16.03805,75.648468
15668,Karnataka State Local Act,16.454805,75.285839
2450,Karnataka State Local Act,15.922903,75.679525
733,Karnataka State Local Act,16.021386,75.881336
9020,Karnataka State Local Act,16.293367,75.578984
14351,Karnataka State Local Act,16.015355,76.138173
19476,Karnataka State Local Act,15.99503,75.454189
2459,Karnataka State Local Act,15.930173,75.585314
2613,Karnataka State Local Act,15.894909,75.619179
14352,Karnataka State Local Act,16.026503,76.261558
18082,Karnataka State Local Act,16.184407,75.602927
2274,Karnataka State Local Act,15.93155,75.584947
10474,Karnataka State Local Act,16.048859,75.777129
4223,Karnataka State Local Act,16.144927,75.671421
5964,Karnataka State Local Act,16.187044,75.70367
15337,Karnataka State Local Act,16.432853,75.35612
15411,Karnataka State Local Act,16.433576,75.357407
8970,Karnataka State Local Act,16.339785,75.636858
10832,Karnataka State Local Act,16.022246,75.846511
16019,Karnataka State Local Act,16.460583,75.287064
10393,Karnataka State Local Act,16.058381,75.800795
19525,Karnataka State Local Act,16.13645,75.600514
7793,Karnataka State Local Act,16.472189,75.15362
9049,Karnataka State Local Act,16.346465,75.622648
13089,Karnataka State Local Act,15.942729,76.111707
2491,Karnataka State Local Act,15.951582,75.822217
16979,Karnataka State Local Act,16.511721,75.277887
10570,Karnataka State Local Act,16.050201,75.791513
7627,Karnataka State Local Act,16.469128,75.178306
16699,Karnataka State Local Act,16.504841,75.295881
11721,Karnataka State Local Act,16.168308,75.981294
10550,Karnataka State Local Act,16.076732,75.679682
15360,Karnataka State Local Act,16.542095,75.334442
15919,Karnataka State Local Act,16.460124,75.297184
4100,Karnataka State Local Act,16.231297,75.759811
906,Karnataka State Local Act,16.00171,75.957965
14441,Karnataka State Local Act,15.994929,76.131331
11694,Karnataka State Local Act,16.171379,75.983083
11908,Karnataka State Local Act,16.066091,76.052423
5475,Karnataka State Local Act,16.172535,75.655721
17968,Karnataka State Local Act,16.18956,75.563559
7530,Karnataka State Local Act,16.486103,75.128243
11844,Karnataka State Local Act,16.200708,75.917831
15674,Karnataka State Local Act,16.57445,75.270159
2442,Karnataka State Local Act,15.954392,75.673292
14111,Karnataka State Local Act,15.911444,76.085311
15661,Karnataka State Local Act,16.45389,75.28388
19142,Karnataka State Local Act,16.012403,75.546236
19149,Karnataka State Local Act,16.017428,75.565158
4429,Karnataka State Local Act,16.150465,75.686174
15651,Karnataka State Local Act,16.51191,75.286768
15534,Karnataka State Local Act,16.577019,75.386565
6190,Karnataka State Local Act,16.187473,75.697027
9732,Karnataka State Local Act,16.462093,75.441314
3238,Karnataka State Local Act,15.852578,75.746762
8130,Karnataka State Local Act,16.484875,75.13379
13357,Karnataka State Local Act,15.950209,76.112664
997,Karnataka State Local Act,16.087552,75.896033
4698,Karnataka State Local Act,16.287352,75.946584
15664,Karnataka State Local Act,16.554319,75.172352
12104,Karnataka State Local Act,16.176511,75.976103
12106,Karnataka State Local Act,16.045538,75.994324
14579,Karnataka State Local Act,16.068663,76.177989
3081,Karnataka State Local Act,16.100557,75.778756
19523,Karnataka State Local Act,16.059135,75.600961
5148,Karnataka State Local Act,16.126857,75.69242
2647,Karnataka State Local Act,15.839117,75.610883
10493,Karnataka State Local Act,16.073588,75.680026
5537,Karnataka State Local Act,16.172535,75.655721
19218,Karnataka State Local Act,16.045258,75.539219
10659,Karnataka State Local Act,16.016415,75.85381
19352,Karnataka State Local Act,16.023925,75.482061
10652,Karnataka State Local Act,16.031485,75.840514
2452,Karnataka State Local Act,15.869964,75.71953
11845,Karnataka State Local Act,16.078119,76.047846
1175,Karnataka State Local Act,16.007588,75.879024
10583,Karnataka State Local Act,16.030829,75.736067
8139,Karnataka State Local Act,16.4279,75.112467
3189,Karnataka State Local Act,16.126795,75.537457
753,Karnataka State Local Act,16.10801,75.866698
2623,Karnataka State Local Act,15.934242,75.450689
1288,Karnataka State Local Act,15.933814,75.884501
7539,Karnataka State Local Act,16.470995,75.13769
16991,Karnataka State Local Act,16.497615,75.2942
11729,Karnataka State Local Act,16.165412,75.982266
5134,Karnataka State Local Act,16.282707,75.943225
12455,Karnataka State Local Act,16.173297,76.053022
4422,Karnataka State Local Act,16.319078,75.865649
611,Karnataka State Local Act,16.141122,75.910169
9061,Karnataka State Local Act,16.372708,75.544545
15785,Karnataka State Local Act,16.417498,75.387368
13087,Karnataka State Local Act,15.970232,76.120766
2456,Karnataka State Local Act,15.923536,75.548351
1243,Karnataka State Local Act,16.056729,75.944297
19933,Karnataka State Local Act,16.015046,75.549218
10482,Karnataka State Local Act,15.994112,75.786387
16105,Karnataka State Local Act,16.536567,75.333376
17974,Karnataka State Local Act,16.157272,75.605123
2439,Karnataka State Local Act,15.877334,75.61685
2471,Karnataka State Local Act,15.93079,75.799801
14117,Karnataka State Local Act,15.899183,76.119291
14417,Karnataka State Local Act,16.016124,76.281246
19944,Karnataka State Local Act,15.937413,75.519495
7790,Karnataka State Local Act,16.470808,75.11263
14223,Karnataka State Local Act,15.888911,76.117117
11714,Karnataka State Local Act,16.054908,76.080536
11695,Karnataka State Local Act,16.171935,75.983469
9157,Karnataka State Local Act,16.360574,75.587468
2273,Karnataka State Local Act,15.929859,75.584163
1160,Karnataka State Local Act,15.94916,75.866737
4637,Karnataka State Local Act,16.152739,75.809151
4385,Karnataka State Local Act,16.273767,76.030044
18178,Karnataka State Local Act,16.169837,75.607594
4666,Karnataka State Local Act,16.19349,75.768331
12481,Karnataka State Local Act,16.067502,76.060541
4341,Karnataka State Local Act,16.182794,75.623959
5428,Karnataka State Local Act,16.172535,75.655721
3074,Karnataka State Local Act,16.297791,75.369554
19339,Karnataka State Local Act,16.097683,75.472986
2987,Karnataka State Local Act,15.880395,75.801881
14097,Karnataka State Local Act,15.948025,76.206892
19139,Karnataka State Local Act,16.022013,75.567491
12493,Karnataka State Local Act,16.162926,76.127857
903,Karnataka State Local Act,16.056072,75.944462
768,Karnataka State Local Act,16.108034,75.867464
9005,Karnataka State Local Act,16.342261,75.583665
8041,Karnataka State Local Act,16.494987,75.176295
4415,Karnataka State Local Act,16.277172,75.939871
10888,Karnataka State Local Act,15.254585,75.254585
14096,Karnataka State Local Act,16.128124,76.211246
5350,Karnataka State Local Act,16.172535,75.655721
19145,Karnataka State Local Act,16.097147,75.474082
3121,Karnataka State Local Act,16.186186,75.694394
17975,Karnataka State Local Act,16.207436,75.500861
6175,Karnataka State Local Act,16.179952,75.695451
4282,Karnataka State Local Act,16.192788,75.810095
17976,Karnataka State Local Act,16.170385,75.589686
18297,Karnataka State Local Act,16.186457,75.61173
2431,Karnataka State Local Act,16.006587,75.645721
19524,Karnataka State Local Act,15.97606,75.53157
15642,Karnataka State Local Act,16.554242,75.171838
13094,Karnataka State Local Act,15.969485,76.120048
7529,Karnataka State Local Act,16.495343,75.18433
12525,Karnataka State Local Act,16.199464,76.049311
10893,Karnataka State Local Act,15.254565,75.254565
2441,Karnataka State Local Act,16.004711,75.644612
11733,Karnataka State Local Act,16.116385,75.971339
7667,Karnataka State Local Act,16.469129,75.178208
14419,Karnataka State Local Act,16.044716,76.154521
7821,Karnataka State Local Act,16.493282,75.143346
5435,Karnataka State Local Act,16.172535,75.655721
5874,Karnataka State Local Act,16.179174,75.697111
4261,Karnataka State Local Act,16.150766,75.690312
10656,Karnataka State Local Act,16.058184,75.792681
16974,Karnataka State Local Act,16.51317,75.277309
767,Karnataka State Local Act,16.120903,75.936453
16865,Karnataka State Local Act,16.502923,75.295509
5880,Karnataka State Local Act,16.179582,75.699638
9598,Karnataka State Local Act,16.34551,75.62231
15955,Karnataka State Local Act,16.456189,75.285804
8046,Karnataka State Local Act,16.555745,75.167091
11795,Karnataka State Local Act,16.171453,76.005216
14220,Karnataka State Local Act,15.888356,76.116645
617,MISCHIEF,16.056361,75.943909
1244,MISCHIEF,16.07127,75.861995
13697,MISSING PERSON,15.057666,76.000643
18105,MISSING PERSON,16.207824,75.603612
5744,MISSING PERSON,16.172535,16.172535
900,MISSING PERSON,16.139612,75.916489
14252,MISSING PERSON,16.030458,76.153179
9875,MISSING PERSON,16.242957,75.326458
18116,MISSING PERSON,16.180832,75.606343
17984,MISSING PERSON,16.15233,75.513315
13642,MISSING PERSON,15.57412,76.071721
862,MISSING PERSON,16.056664,75.94363
